timestep_time,vehicle_angle,vehicle_id,vehicle_x,vehicle_y
45,252.74,veh28,1163.85,1814.02
45,356.76,veh29,1381.39,551.99
45,225.52,veh3,2412.33,1282.27
45,188.78,veh30,607,1801.69
45,234.35,veh31,2298.71,1750.4
45,175.42,veh32,1262.1,1862.7
45,295.82,veh33,2843.16,876.99
45,85.29,veh34,1994.89,1572.16
45,6.42,veh4,2344.77,1432.68
45,144.08,veh5,691.3,1343.19
45,54.46,veh7,609.25,736.54
45,142.96,veh8,914.42,1038.71
45,265.67,veh9,1735.81,596.1
46,323.2,veh0,1205.86,663.91
46,305.64,veh1,2054.69,1895.48
46,267.76,veh10,1752.08,597.32
46,13.11,veh11,453.14,827.76
